Semana,DDT,FECHA,Admin_col_3_Cambios,Nitrato de Amonio (Lbs),Admin_Nitrato de Amonio_Cambios,DAP 18-46-0 (Lbs),Admin_DAP 18-46-0_Cambios,Nitrato de Potasio (Lbs),Admin_Nitrato de Potasio_Cambios,Sulfato de Magnesio (Lbs),Admin_Sulfato de Magnesio_Cambios,Nitrato de Calcio (Lbs),Admin_Nitrato de Calcio_Cambios,Solubor (Gramos),Admin_Solubor_Cambios,Melaza (Lts),Admin_Melaza_Cambios,Admin_Costo / Aplicación
31,217,40328,,0.0,,9.400777826086955,,32.99515083889043,,14.611999719111198,,26.772550859832585,,749.8315590243902,,14.0,,433.94751026569656
32,224,40335,,0.0,,9.400777826086955,,32.99515083889043,,14.611999719111198,,26.772550859832585,,749.8315590243902,,14.0,,433.94751026569656
33,231,40342,,0.0,,9.400777826086955,,32.99515083889043,,14.611999719111198,,26.772550859832585,,749.8315590243902,,14.0,,433.94751026569656
34,238,40349,,0.0,,9.400777826086955,,32.99515083889043,,14.611999719111198,,26.772550859832585,,749.8315590243902,,14.0,,433.94751026569656
35,245,40356,,0.0,,9.400777826086955,,32.99515083889043,,14.611999719111198,,26.772550859832585,,749.8315590243902,,14.0,,433.94751026569656
36,252,40363,,0.0,,9.400777826086955,,32.99515083889043,,14.611999719111198,,26.772550859832585,,749.8315590243902,,14.0,,433.94751026569656
37,259,40370,,0.0,,9.400777826086955,,32.99515083889043,,14.611999719111198,,26.772550859832585,,749.8315590243902,,14.0,,433.94751026569656
38,266,40377,,0.0,,9.400777826086955,,32.99515083889043,,14.611999719111198,,26.772550859832585,,749.8315590243902,,14.0,,433.94751026569656
39,273,40384,,0.0,,9.400777826086955,,32.99515083889043,,14.611999719111198,,26.772550859832585,,749.8315590243902,,14.0,,433.94751026569656
40,280,40391,,0.0,,9.400777826086955,,32.99515083889043,,14.611999719111198,,26.772550859832585,,749.8315590243902,,14.0,,433.94751026569656
41,287,40398,,0.0,,9.400777826086955,,32.99515083889043,,14.611999719111198,,26.772550859832585,,749.8315590243902,,14.0,,433.94751026569656
42,294,40405,,0.0,,9.400777826086955,,32.99515083889043,,14.611999719111198,,26.772550859832585,,749.8315590243902,,14.0,,433.94751026569656
43,301,40412,,0.0,,9.400777826086955,,32.99515083889043,,14.611999719111198,,26.772550859832585,,749.8315590243902,,14.0,,433.94751026569656
44,308,40419,,0.0,,9.400777826086955,,32.99515083889043,,14.611999719111198,,26.772550859832585,,749.8315590243902,,14.0,,433.94751026569656
45,315,40426,,0.0,,9.400777826086955,,32.99515083889043,,14.611999719111198,,26.772550859832585,,749.8315590243902,,14.0,,433.94751026569656
46,322,40433,,0.0,,9.400777826086955,,32.99515083889043,,14.611999719111198,,26.772550859832585,,749.8315590243902,,14.0,,433.94751026569656
47,329,40440,,0.0,,9.400777826086955,,32.99515083889043,,14.611999719111198,,26.772550859832585,,749.8315590243902,,14.0,,433.94751026569656
48,336,40447,,0.0,,9.400777826086955,,32.99515083889043,,14.611999719111198,,26.772550859832585,,749.8315590243902,,14.0,,433.94751026569656
49,343,40454,,0.0,,9.400777826086955,,32.99515083889043,,14.611999719111198,,26.772550859832585,,749.8315590243902,,14.0,,433.94751026569656
50,350,40461,,0.0,,9.400777826086955,,32.99515083889043,,14.611999719111198,,26.772550859832585,,749.8315590243902,,14.0,,433.94751026569656
51,357,40468,,0.0,,9.400777826086955,,32.99515083889043,,14.611999719111198,,26.772550859832585,,749.8315590243902,,14.0,,433.94751026569656
52,364,40475,,0.0,,9.400777826086955,,32.99515083889043,,14.611999719111198,,26.772550859832585,,749.8315590243902,,14.0,,433.94751026569656
