Semana (Semana),DDT (DDT),FECHA,Seleccioné su opción (Preventivos),Preventivos (Dosis),Preventivos (Unidades),Urea (Lbs),Urea (Cambios),DAP 18-46-0 (Lbs),DAP 18-46-0 (Cambios),Kcl Soluble (Lbs),Kcl Soluble (Cambios),Sulfato de Magnesio (Lbs),Sulfato de Magnesio (Cambios),Nitrato de Calcio (Lbs),Nitrato de Calcio (Cambios),Solubor (Gramos),Solubor (Cambios),Melaza (Lts),Admin_Costo / Aplicación (Costo / Aplicación)
33,227,40041,,0.0,0,12.616382381451272,,3.5138581739130426,,27.368407733333335,,17.565478208928877,,36.2070046014714,,609.2381417073171,,20.019999999999996,983.3966379377814
34,234,40048,,0.0,0,12.616382381451272,,3.5138581739130426,,27.368407733333335,,17.565478208928877,,36.2070046014714,,609.2381417073171,,20.019999999999996,983.3966379377814
35,241,40055,,0.0,0,12.616382381451272,,3.5138581739130426,,27.368407733333335,,17.565478208928877,,36.2070046014714,,609.2381417073171,,20.019999999999996,983.3966379377814
36,248,40062,,0.0,0,12.616382381451272,,3.5138581739130426,,27.368407733333335,,17.565478208928877,,36.2070046014714,,609.2381417073171,,20.019999999999996,983.3966379377814
37,255,40069,,0.0,0,12.616382381451272,,3.5138581739130426,,27.368407733333335,,17.565478208928877,,36.2070046014714,,609.2381417073171,,20.019999999999996,983.3966379377814
38,262,40076,,0.0,0,12.616382381451272,,3.5138581739130426,,27.368407733333335,,17.565478208928877,,36.2070046014714,,609.2381417073171,,20.019999999999996,983.3966379377814
39,269,40083,,0.0,0,12.616382381451272,,3.5138581739130426,,27.368407733333335,,17.565478208928877,,36.2070046014714,,609.2381417073171,,20.019999999999996,983.3966379377814
40,276,40090,,0.0,0,12.616382381451272,,3.5138581739130426,,27.368407733333335,,17.565478208928877,,36.2070046014714,,609.2381417073171,,20.019999999999996,983.3966379377814
41,283,40097,,0.0,0,12.616382381451272,,3.5138581739130426,,27.368407733333335,,17.565478208928877,,36.2070046014714,,609.2381417073171,,20.019999999999996,983.3966379377814
42,290,40104,,0.0,0,12.616382381451272,,3.5138581739130426,,27.368407733333335,,17.565478208928877,,36.2070046014714,,609.2381417073171,,20.019999999999996,983.3966379377814
43,297,40111,,0.0,0,12.616382381451272,,3.5138581739130426,,27.368407733333335,,17.565478208928877,,36.2070046014714,,609.2381417073171,,20.019999999999996,983.3966379377814
44,304,40118,,0.0,0,12.616382381451272,,3.5138581739130426,,27.368407733333335,,17.565478208928877,,36.2070046014714,,609.2381417073171,,20.019999999999996,983.3966379377814
45,311,40125,,0.0,0,12.616382381451272,,3.5138581739130426,,27.368407733333335,,17.565478208928877,,36.2070046014714,,609.2381417073171,,20.019999999999996,983.3966379377814
46,318,40132,,0.0,0,12.616382381451272,,3.5138581739130426,,27.368407733333335,,17.565478208928877,,36.2070046014714,,609.2381417073171,,20.019999999999996,983.3966379377814
47,325,40139,,0.0,0,12.616382381451272,,3.5138581739130426,,27.368407733333335,,17.565478208928877,,36.2070046014714,,609.2381417073171,,20.019999999999996,983.3966379377814
48,332,40146,,0.0,0,12.616382381451272,,3.5138581739130426,,27.368407733333335,,17.565478208928877,,36.2070046014714,,609.2381417073171,,20.019999999999996,983.3966379377814
49,339,40153,,0.0,0,12.616382381451272,,3.5138581739130426,,27.368407733333335,,17.565478208928877,,36.2070046014714,,609.2381417073171,,20.019999999999996,983.3966379377814
50,346,40160,,0.0,0,12.616382381451272,,3.5138581739130426,,27.368407733333335,,17.565478208928877,,36.2070046014714,,609.2381417073171,,20.019999999999996,983.3966379377814
51,353,40167,,0.0,0,12.616382381451272,,3.5138581739130426,,27.368407733333335,,17.565478208928877,,36.2070046014714,,609.2381417073171,,20.019999999999996,983.3966379377814
52,360,40174,,0.0,0,12.616382381451272,,3.5138581739130426,,27.368407733333335,,17.565478208928877,,36.2070046014714,,609.2381417073171,,20.019999999999996,983.3966379377814
