Semana,DDT,FECHA,Admin_col_3_Cambios,Nitrato de Amonio (Lbs),Admin_Nitrato de Amonio_Cambios,MAP 12-61-0 (Lbs),Admin_MAP 12-61-0_Cambios,Sulfato de Potasio (Lbs),Admin_Sulfato de Potasio_Cambios,Sulfato de Magnesio (Lbs),Admin_Sulfato de Magnesio_Cambios,Nitrato de Calcio (Lbs),Admin_Nitrato de Calcio_Cambios,Solubor (Gramos),Admin_Solubor_Cambios,Melaza (Lts),Admin_Melaza_Cambios,Admin_Costo / Aplicación,Columna_19
36,248,38036,,0.0,,10.681106267011195,,58.45478157037034,,36.38372063864991,,59.99702484217548,,609.2381417073171,,20.019999999999996,,836.4184487562544,
37,255,38043,,0.0,,10.681106267011195,,58.45478157037034,,36.38372063864991,,59.99702484217548,,609.2381417073171,,20.019999999999996,,836.4184487562544,
38,262,38050,,0.0,,10.681106267011195,,58.45478157037034,,36.38372063864991,,59.99702484217548,,609.2381417073171,,20.019999999999996,,836.4184487562544,
39,269,38057,,0.0,,10.681106267011195,,58.45478157037034,,36.38372063864991,,59.99702484217548,,609.2381417073171,,20.019999999999996,,836.4184487562544,
40,276,38064,,0.0,,10.681106267011195,,58.45478157037034,,36.38372063864991,,59.99702484217548,,609.2381417073171,,20.019999999999996,,836.4184487562544,
41,283,38071,,0.0,,10.681106267011195,,58.45478157037034,,36.38372063864991,,59.99702484217548,,609.2381417073171,,20.019999999999996,,836.4184487562544,
42,290,38078,,0.0,,10.681106267011195,,58.45478157037034,,36.38372063864991,,59.99702484217548,,609.2381417073171,,20.019999999999996,,836.4184487562544,
43,297,38085,,0.0,,10.681106267011195,,58.45478157037034,,36.38372063864991,,59.99702484217548,,609.2381417073171,,20.019999999999996,,836.4184487562544,
44,304,38092,,0.0,,10.681106267011195,,58.45478157037034,,36.38372063864991,,59.99702484217548,,609.2381417073171,,20.019999999999996,,836.4184487562544,
45,311,38099,,0.0,,10.681106267011195,,58.45478157037034,,36.38372063864991,,59.99702484217548,,609.2381417073171,,20.019999999999996,,836.4184487562544,
46,318,38106,,0.0,,10.681106267011195,,58.45478157037034,,36.38372063864991,,59.99702484217548,,609.2381417073171,,20.019999999999996,,836.4184487562544,
47,325,38113,,0.0,,10.681106267011195,,58.45478157037034,,36.38372063864991,,59.99702484217548,,609.2381417073171,,20.019999999999996,,836.4184487562544,
48,332,38120,,0.0,,10.681106267011195,,58.45478157037034,,36.38372063864991,,59.99702484217548,,609.2381417073171,,20.019999999999996,,836.4184487562544,
49,339,38127,,0.0,,10.681106267011195,,58.45478157037034,,36.38372063864991,,59.99702484217548,,609.2381417073171,,20.019999999999996,,836.4184487562544,
50,346,38134,,0.0,,10.681106267011195,,58.45478157037034,,36.38372063864991,,59.99702484217548,,609.2381417073171,,20.019999999999996,,836.4184487562544,
51,353,38141,,0.0,,10.681106267011195,,58.45478157037034,,36.38372063864991,,59.99702484217548,,609.2381417073171,,20.019999999999996,,836.4184487562544,
52,360,38148,,0.0,,10.681106267011195,,58.45478157037034,,36.38372063864991,,59.99702484217548,,609.2381417073171,,20.019999999999996,,836.4184487562544,
