Fase,Día después Siembra,Semana,N,P2O5,K20,MgO,Ca,B Gramos/Ha,Relación N:K N/(K2O/3.3),Relación Ca:Mg (1:0.5) CaO/(Mg/1.14175),Relación K:Ca (1:1) CaO/(K2O/2.29)
,71.0,11,5.017414386624318,2.5606896426006673,8.038625345406825,1.463663682962963,2.940395791666667,29.5372,2.041013772788435,0.29314695340501795,0.3657834101382489
,72.0,11,5.017414386624318,2.5606896426006673,8.038625345406825,1.463663682962963,2.940395791666667,29.5372,2.041013772788435,0.29314695340501795,0.3657834101382489
,73.0,11,5.017414386624318,2.5606896426006673,8.038625345406825,1.463663682962963,2.940395791666667,29.5372,2.041013772788435,0.29314695340501795,0.3657834101382489
,74.0,11,5.017414386624318,2.5606896426006673,8.038625345406825,1.463663682962963,2.940395791666667,29.5372,2.041013772788435,0.29314695340501795,0.3657834101382489
,75.0,11,5.017414386624318,2.5606896426006673,8.038625345406825,1.463663682962963,2.940395791666667,29.5372,2.041013772788435,0.29314695340501795,0.3657834101382489
,76.0,11,5.017414386624318,2.5606896426006673,8.038625345406825,1.463663682962963,2.940395791666667,29.5372,2.041013772788435,0.29314695340501795,0.3657834101382489
,77.0,11,5.017414386624318,2.5606896426006673,8.038625345406825,1.463663682962963,2.940395791666667,29.5372,2.041013772788435,0.29314695340501795,0.3657834101382489
,78.0,12,5.017414386624318,2.5606896426006673,8.038625345406825,1.463663682962963,2.940395791666667,29.5372,2.041013772788435,0.29314695340501795,0.3657834101382489
,79.0,12,5.017414386624318,2.5606896426006673,8.038625345406825,1.463663682962963,2.940395791666667,29.5372,2.041013772788435,0.29314695340501795,0.3657834101382489
,80.0,12,5.017414386624318,2.5606896426006673,8.038625345406825,1.463663682962963,2.940395791666667,29.5372,2.041013772788435,0.29314695340501795,0.3657834101382489
,81.0,12,6.055500121787969,3.0904874996904605,9.70178920997375,1.766490651851852,3.5487535416666667,35.6483,2.041013772788436,0.29314695340501806,0.36578341013824894
,82.0,12,6.055500121787969,3.0904874996904605,9.70178920997375,1.766490651851852,3.5487535416666667,35.6483,2.041013772788436,0.29314695340501806,0.36578341013824894
,83.0,12,6.055500121787969,3.0904874996904605,9.70178920997375,1.766490651851852,3.5487535416666667,35.6483,2.041013772788436,0.29314695340501806,0.36578341013824894
,84.0,12,6.055500121787969,3.0904874996904605,9.70178920997375,1.766490651851852,3.5487535416666667,35.6483,2.041013772788436,0.29314695340501806,0.36578341013824894
,85.0,13,6.055500121787969,3.0904874996904605,9.70178920997375,1.766490651851852,3.5487535416666667,35.6483,2.041013772788436,0.29314695340501806,0.36578341013824894
,86.0,13,6.055500121787969,3.0904874996904605,9.70178920997375,1.766490651851852,3.5487535416666667,35.6483,2.041013772788436,0.29314695340501806,0.36578341013824894
,87.0,13,6.055500121787969,3.0904874996904605,9.70178920997375,1.766490651851852,3.5487535416666667,35.6483,2.041013772788436,0.29314695340501806,0.36578341013824894
,88.0,13,6.055500121787969,3.0904874996904605,9.70178920997375,1.766490651851852,3.5487535416666667,35.6483,2.041013772788436,0.29314695340501806,0.36578341013824894
,89.0,13,6.055500121787969,3.0904874996904605,9.70178920997375,1.766490651851852,3.5487535416666667,35.6483,2.041013772788436,0.29314695340501806,0.36578341013824894
,90.0,13,6.055500121787969,3.0904874996904605,9.70178920997375,1.766490651851852,3.5487535416666667,35.6483,2.041013772788436,0.29314695340501806,0.36578341013824894
,91.0,13,6.055500121787969,3.0904874996904605,9.70178920997375,1.766490651851852,3.5487535416666667,35.6483,2.041013772788436,0.29314695340501806,0.36578341013824894
,92.0,14,6.055500121787969,3.0904874996904605,9.70178920997375,1.766490651851852,3.5487535416666667,35.6483,2.041013772788436,0.29314695340501806,0.36578341013824894
,93.0,14,6.055500121787969,3.0904874996904605,9.70178920997375,1.766490651851852,3.5487535416666667,35.6483,2.041013772788436,0.29314695340501806,0.36578341013824894
,94.0,14,6.055500121787969,3.0904874996904605,9.70178920997375,1.766490651851852,3.5487535416666667,35.6483,2.041013772788436,0.29314695340501806,0.36578341013824894
,95.0,14,6.055500121787969,3.0904874996904605,9.70178920997375,1.766490651851852,3.5487535416666667,35.6483,2.041013772788436,0.29314695340501806,0.36578341013824894
,96.0,14,6.055500121787969,3.0904874996904605,9.70178920997375,1.766490651851852,3.5487535416666667,35.6483,2.041013772788436,0.29314695340501806,0.36578341013824894
,97.0,14,6.055500121787969,3.0904874996904605,9.70178920997375,1.766490651851852,3.5487535416666667,35.6483,2.041013772788436,0.29314695340501806,0.36578341013824894
,98.0,14,6.055500121787969,3.0904874996904605,9.70178920997375,1.766490651851852,3.5487535416666667,35.6483,2.041013772788436,0.29314695340501806,0.36578341013824894
,99.0,15,6.055500121787969,3.0904874996904605,9.70178920997375,1.766490651851852,3.5487535416666667,35.6483,2.041013772788436,0.29314695340501806,0.36578341013824894
,100.0,15,6.055500121787969,3.0904874996904605,9.70178920997375,1.766490651851852,3.5487535416666667,35.6483,2.041013772788436,0.29314695340501806,0.36578341013824894
,101.0,15,6.055500121787969,3.0904874996904605,9.70178920997375,1.766490651851852,3.5487535416666667,35.6483,2.041013772788436,0.29314695340501806,0.36578341013824894
,102.0,15,6.055500121787969,3.0904874996904605,9.70178920997375,1.766490651851852,3.5487535416666667,35.6483,2.041013772788436,0.29314695340501806,0.36578341013824894
,103.0,15,6.055500121787969,3.0904874996904605,9.70178920997375,1.766490651851852,3.5487535416666667,35.6483,2.041013772788436,0.29314695340501806,0.36578341013824894
,104.0,15,6.055500121787969,3.0904874996904605,9.70178920997375,1.766490651851852,3.5487535416666667,35.6483,2.041013772788436,0.29314695340501806,0.36578341013824894
,105.0,15,6.055500121787969,3.0904874996904605,9.70178920997375,1.766490651851852,3.5487535416666667,35.6483,2.041013772788436,0.29314695340501806,0.36578341013824894
,106.0,16,6.055500121787969,3.0904874996904605,9.70178920997375,1.766490651851852,3.5487535416666667,35.6483,2.041013772788436,0.29314695340501806,0.36578341013824894
,107.0,16,6.055500121787969,3.0904874996904605,9.70178920997375,1.766490651851852,3.5487535416666667,35.6483,2.041013772788436,0.29314695340501806,0.36578341013824894
,108.0,16,6.055500121787969,3.0904874996904605,9.70178920997375,1.766490651851852,3.5487535416666667,35.6483,2.041013772788436,0.29314695340501806,0.36578341013824894
,109.0,16,6.055500121787969,3.0904874996904605,9.70178920997375,1.766490651851852,3.5487535416666667,35.6483,2.041013772788436,0.29314695340501806,0.36578341013824894
,110.0,16,6.055500121787969,3.0904874996904605,9.70178920997375,1.766490651851852,3.5487535416666667,35.6483,2.041013772788436,0.29314695340501806,0.36578341013824894
,111.0,16,6.055500121787969,3.0904874996904605,9.70178920997375,1.766490651851852,3.5487535416666667,35.6483,2.041013772788436,0.29314695340501806,0.36578341013824894
,112.0,16,6.055500121787969,3.0904874996904605,9.70178920997375,1.766490651851852,3.5487535416666667,35.6483,2.041013772788436,0.29314695340501806,0.36578341013824894
,113.0,17,6.055500121787969,3.0904874996904605,9.70178920997375,1.766490651851852,3.5487535416666667,35.6483,2.041013772788436,0.29314695340501806,0.36578341013824894
,114.0,17,6.055500121787969,3.0904874996904605,9.70178920997375,1.766490651851852,3.5487535416666667,35.6483,2.041013772788436,0.29314695340501806,0.36578341013824894
,115.0,17,6.055500121787969,3.0904874996904605,9.70178920997375,1.766490651851852,3.5487535416666667,35.6483,2.041013772788436,0.29314695340501806,0.36578341013824894
