Semana,DDT,FECHA,Admin_col_3_Cambios,Urea (Lbs),Admin_Urea_Cambios,DAP 18-46-0 (Lbs),Admin_DAP 18-46-0_Cambios,Kcl (Lbs),Admin_Kcl_Cambios,Sulfato de Magnesio (Lbs),Admin_Sulfato de Magnesio_Cambios,Sin Calcio,Admin_Sulfato de Magnesio_Cambios_1,Solubor (Gramos),Admin_Solubor_Cambios,Melaza (Lts),Admin_Melaza_Cambios,Admin_Costo / Aplicación
17,113,39718,,41.51733039139886,,22.681520600869558,,57.07318283333334,,36.63047405392586,,0.00203863240299719,,1218.4762834146343,,20.019999999999996,,1326.216214777281
18,120,39725,,41.51733039139886,,22.681520600869558,,57.07318283333334,,36.63047405392586,,0.00203863240299719,,1218.4762834146343,,20.019999999999996,,1326.216214777281
19,127,39732,,41.51733039139886,,22.681520600869558,,57.07318283333334,,36.63047405392586,,0.00203863240299719,,1218.4762834146343,,20.019999999999996,,1326.216214777281
20,134,39739,,41.51733039139886,,22.681520600869558,,57.07318283333334,,36.63047405392586,,0.00203863240299719,,1218.4762834146343,,20.019999999999996,,1326.216214777281
21,141,39746,,41.51733039139886,,22.681520600869558,,57.07318283333334,,36.63047405392586,,0.00203863240299719,,1218.4762834146343,,20.019999999999996,,1326.216214777281
22,148,39753,,41.51733039139886,,22.681520600869558,,57.07318283333334,,36.63047405392586,,0.00203863240299719,,1218.4762834146343,,20.019999999999996,,1326.216214777281
23,155,39760,,41.51733039139886,,22.681520600869558,,57.07318283333334,,36.63047405392586,,0.00203863240299719,,1218.4762834146343,,20.019999999999996,,1326.216214777281
24,162,39767,,41.51733039139886,,22.681520600869558,,57.07318283333334,,36.63047405392586,,0.00203863240299719,,1218.4762834146343,,20.019999999999996,,1326.216214777281
25,169,39774,,41.51733039139886,,22.681520600869558,,57.07318283333334,,36.63047405392586,,0.00203863240299719,,1218.4762834146343,,20.019999999999996,,1326.216214777281
26,176,39781,,41.51733039139886,,22.681520600869558,,57.07318283333334,,36.63047405392586,,0.00203863240299719,,1218.4762834146343,,20.019999999999996,,1326.216214777281
27,183,39788,,41.51733039139886,,22.681520600869558,,57.07318283333334,,36.63047405392586,,0.00203863240299719,,1218.4762834146343,,20.019999999999996,,1326.216214777281
28,190,39795,,41.51733039139886,,22.681520600869558,,57.07318283333334,,36.63047405392586,,0.00203863240299719,,1218.4762834146343,,20.019999999999996,,1326.216214777281
29,197,39802,,41.51733039139886,,22.681520600869558,,57.07318283333334,,36.63047405392586,,0.00203863240299719,,1218.4762834146343,,20.019999999999996,,1326.216214777281
30,204,39809,,41.51733039139886,,22.681520600869558,,57.07318283333334,,36.63047405392586,,0.00203863240299719,,1218.4762834146343,,20.019999999999996,,1326.216214777281
31,211,39816,,41.51733039139886,,22.681520600869558,,57.07318283333334,,36.63047405392586,,0.00203863240299719,,1218.4762834146343,,20.019999999999996,,1326.216214777281
32,218,39823,,41.51733039139886,,22.681520600869558,,57.07318283333334,,36.63047405392586,,0.00203863240299719,,1218.4762834146343,,20.019999999999996,,1326.216214777281
