Semana (Semana),DDT (DDT),FECHA,FECHA (Cambios),Nitrato de Amonio (Lbs),Nitrato de Amonio (Cambios),DAP 18-46-0 (Lbs),DAP 18-46-0 (Cambios),Kcl Soluble (Lbs),Kcl Soluble (Cambios),Sulfato de Magnesio (Lbs),Sulfato de Magnesio (Cambios),Nitrato de Calcio (Lbs),Nitrato de Calcio (Cambios),Sin Boro,Sin Boro (Cambios),Melaza (Lts),Melaza (Cambios),Admin_Costo / Aplicación (Costo / Aplicación)
24,164,39612,,5.843692810836776,,5.3772449165217395,,10.471329492984356,,6.048598831095239,,12.467730346139795,,0.12489381904999998,,20.019999999999996,,313.31744633530616
25,171,39619,TricoZam,4.72818434235092,,5.3772449165217395,,10.471329492984356,,6.048598831095239,,12.467730346139795,,0.12489381904999998,,20.019999999999996,1.001,689.1796370379384
26,178,39626,,4.72818434235092,,5.3772449165217395,,10.471329492984356,,6.048598831095239,,12.467730346139795,,0.12489381904999998,,20.019999999999996,,308.79963703793845
27,185,39633,,3.532996697544647,,5.3772449165217395,,10.471329492984356,,6.048598831095239,,12.467730346139795,,0.12489381904999998,,20.019999999999996,,303.959127076473
28,192,39640,,3.0549216396221386,,5.3772449165217395,,10.471329492984356,,6.048598831095239,,12.467730346139795,,0.12489381904999998,,20.019999999999996,,302.0229230918869
29,199,39647,BaZam o MetaZam,3.0549216396221386,,5.3772449165217395,,10.471329492984356,,6.048598831095239,,12.467730346139795,,0.12489381904999998,,20.019999999999996,1.001,682.4029230918868
30,206,39654,,3.0549216396221386,,5.3772449165217395,,10.471329492984356,,6.048598831095239,,12.467730346139795,,0.12489381904999998,,20.019999999999996,,302.0229230918869
31,213,39661,,3.0549216396221386,,5.3772449165217395,,10.471329492984356,,6.048598831095239,,12.467730346139795,,0.12489381904999998,,20.019999999999996,,302.0229230918869
32,220,39668,,3.0549216396221386,,5.3772449165217395,,10.471329492984356,,6.048598831095239,,12.467730346139795,,0.12489381904999998,,20.019999999999996,,302.0229230918869
33,227,39675,TricoZam,3.0549216396221386,,5.3772449165217395,,10.471329492984356,,6.048598831095239,,12.467730346139795,,0.12489381904999998,,20.019999999999996,1.001,682.4029230918868
34,234,39682,,3.0549216396221386,,5.3772449165217395,,10.471329492984356,,6.048598831095239,,12.467730346139795,,0.12489381904999998,,20.019999999999996,,302.0229230918869
35,241,39689,Acido Salicílico,3.0549216396221386,,5.3772449165217395,,10.471329492984356,,6.048598831095239,,12.467730346139795,,0.12489381904999998,,20.019999999999996,250.24999999999997,344.56542309188694
36,248,39696,,3.0549216396221386,,5.3772449165217395,,10.471329492984356,,6.048598831095239,,12.467730346139795,,0.12489381904999998,,20.019999999999996,,302.0229230918869
37,255,39703,BaZam o MetaZam,3.0549216396221386,,5.3772449165217395,,10.471329492984356,,6.048598831095239,,12.467730346139795,,0.12489381904999998,,20.019999999999996,1.001,682.4029230918868
38,262,39710,,3.0549216396221386,,5.3772449165217395,,10.471329492984356,,6.048598831095239,,12.467730346139795,,0.12489381904999998,,20.019999999999996,,302.0229230918869
39,269,39717,,3.0549216396221386,,5.3772449165217395,,10.471329492984356,,6.048598831095239,,12.467730346139795,,0.12489381904999998,,20.019999999999996,,302.0229230918869
40,276,39724,,3.0549216396221386,,5.3772449165217395,,10.471329492984356,,6.048598831095239,,12.467730346139795,,0.12489381904999998,,20.019999999999996,,302.0229230918869
41,283,39731,TricoZam,3.0549216396221386,,5.3772449165217395,,10.471329492984356,,6.048598831095239,,12.467730346139795,,0.12489381904999998,,20.019999999999996,1.001,682.4029230918868
42,290,39738,,3.0549216396221386,,5.3772449165217395,,10.471329492984356,,6.048598831095239,,12.467730346139795,,0.12489381904999998,,20.019999999999996,,302.0229230918869
43,297,39745,,3.0549216396221386,,5.3772449165217395,,10.471329492984356,,6.048598831095239,,12.467730346139795,,0.12489381904999998,,20.019999999999996,,302.0229230918869
44,304,39752,,4.890632734687289,,4.3991477965217385,,12.779329306517104,,7.381778632538345,,15.215759556121814,,0.12489381904999998,,20.019999999999996,,350.12791425160685
45,311,39759,BaZam o MetaZam,6.267416055986152,,3.6655749565217386,,14.510329166666663,,8.381663483620674,,17.276781463608327,,0.12489381904999998,,20.019999999999996,1.001,766.5866576213967
46,318,39766,,6.267416055986152,,3.6655749565217386,,14.510329166666663,,8.381663483620674,,17.276781463608327,,0.12489381904999998,,20.019999999999996,,386.2066576213968
47,325,39773,,6.267416055986152,,3.6655749565217386,,14.510329166666663,,8.381663483620674,,17.276781463608327,,0.12489381904999998,,20.019999999999996,,386.2066576213968
48,332,39780,,6.267416055986152,,3.6655749565217386,,14.510329166666663,,8.381663483620674,,17.276781463608327,,0.12489381904999998,,20.019999999999996,,386.2066576213968
49,339,39787,TricoZam,6.267416055986152,,3.6655749565217386,,14.510329166666663,,8.381663483620674,,17.276781463608327,,0.12489381904999998,,20.019999999999996,1.001,766.5866576213967
50,346,39794,,6.267416055986152,,3.6655749565217386,,14.510329166666663,,8.381663483620674,,17.276781463608327,,0.12489381904999998,,20.019999999999996,,386.2066576213968
51,353,39801,,6.267416055986152,,3.6655749565217386,,14.510329166666663,,8.381663483620674,,17.276781463608327,,0.12489381904999998,,20.019999999999996,,386.2066576213968
52,360,39808,,6.267416055986152,,3.6655749565217386,,14.510329166666663,,8.381663483620674,,17.276781463608327,,0.12489381904999998,,20.019999999999996,,386.2066576213968
