Semana (Semana),DDT (DDT),FECHA,FECHA (Cambios),Nitrato de Amonio (Lbs),Nitrato de Amonio (Cambios),MAP 12-61-0 (Lbs),MAP 12-61-0 (Cambios),Sulfato de Potasio (Lbs),Sulfato de Potasio (Cambios),Sulfato de Magnesio (Lbs),Sulfato de Magnesio (Cambios),Nitrato de Calcio (Lbs),Nitrato de Calcio (Cambios),Solubor (Gramos),Solubor (Cambios),",@ Melaza (Lts)",",@ Melaza (Cambios)",Admin_Costo / Aplicación (Costo / Aplicación)
36,246,38034,,0.0,,3.0517446477174843,,16.701366162962955,,10.395348753899977,,17.142007097764424,,174.06804048780486,,20.019999999999996,,259.7116996446441
37,253,38041,,0.0,,3.0517446477174843,,16.701366162962955,,10.395348753899977,,17.142007097764424,,174.06804048780486,,20.019999999999996,,259.7116996446441
38,260,38048,,0.0,,3.0517446477174843,,16.701366162962955,,10.395348753899977,,17.142007097764424,,174.06804048780486,,20.019999999999996,,259.7116996446441
39,267,38055,,0.0,,3.0517446477174843,,16.701366162962955,,10.395348753899977,,17.142007097764424,,174.06804048780486,,20.019999999999996,,259.7116996446441
40,274,38062,,0.0,,3.0517446477174843,,16.701366162962955,,10.395348753899977,,17.142007097764424,,174.06804048780486,,20.019999999999996,,259.7116996446441
41,281,38069,,0.0,,3.0517446477174843,,16.701366162962955,,10.395348753899977,,17.142007097764424,,174.06804048780486,,20.019999999999996,,259.7116996446441
42,288,38076,,0.0,,3.0517446477174843,,16.701366162962955,,10.395348753899977,,17.142007097764424,,174.06804048780486,,20.019999999999996,,259.7116996446441
43,295,38083,,0.0,,3.0517446477174843,,16.701366162962955,,10.395348753899977,,17.142007097764424,,174.06804048780486,,20.019999999999996,,259.7116996446441
44,302,38090,,0.0,,3.0517446477174843,,16.701366162962955,,10.395348753899977,,17.142007097764424,,174.06804048780486,,20.019999999999996,,259.7116996446441
45,309,38097,,0.0,,3.0517446477174843,,16.701366162962955,,10.395348753899977,,17.142007097764424,,174.06804048780486,,20.019999999999996,,259.7116996446441
46,316,38104,,0.0,,3.0517446477174843,,16.701366162962955,,10.395348753899977,,17.142007097764424,,174.06804048780486,,20.019999999999996,,259.7116996446441
47,323,38111,,0.0,,3.0517446477174843,,16.701366162962955,,10.395348753899977,,17.142007097764424,,174.06804048780486,,20.019999999999996,,259.7116996446441
48,330,38118,,0.0,,3.0517446477174843,,16.701366162962955,,10.395348753899977,,17.142007097764424,,174.06804048780486,,20.019999999999996,,259.7116996446441
49,337,38125,,0.0,,3.0517446477174843,,16.701366162962955,,10.395348753899977,,17.142007097764424,,174.06804048780486,,20.019999999999996,,259.7116996446441
50,344,38132,,0.0,,3.0517446477174843,,16.701366162962955,,10.395348753899977,,17.142007097764424,,174.06804048780486,,,,230.68269964464415
51,351,38139,,0.0,,3.0517446477174843,,16.701366162962955,,10.395348753899977,,17.142007097764424,,174.06804048780486,,20.019999999999996,,259.7116996446441
52,358,38146,,0.0,,3.0517446477174843,,16.701366162962955,,10.395348753899977,,17.142007097764424,,174.06804048780486,,,,230.68269964464415
