Semana,N,Nitrato de Amonio,P2O5,DAP 18-46-0,K2O,Kcl Soluble,MgO,Sulfato de Magnesio,Ca,Nitrato de Calcio,B,Solubor
11,21.6220520660195,19.75143030483965,12.204310981912144,26.53111083024379,37.41539822222222,62.35899703703704,6.403678952798617,40.02299345499136,17.819517421952714,65.99821267389893,29.5372,144.0839024390244
12,21.6220520660195,19.75143030483965,12.204310981912144,26.53111083024379,37.41539822222222,62.35899703703704,6.403678952798617,40.02299345499136,17.819517421952714,65.99821267389893,29.5372,144.0839024390244
13,26.255348937309396,23.983879655876724,14.819520478036175,32.216348865296034,45.43298355555556,75.72163925925926,7.775895871255464,48.599349195346655,21.637985440942582,80.14068681830585,35.6483,173.89414634146343
14,26.255348937309396,23.983879655876724,14.819520478036175,32.216348865296034,45.43298355555556,75.72163925925926,7.775895871255464,48.599349195346655,21.637985440942582,80.14068681830585,35.6483,173.89414634146343
15,26.255348937309396,23.983879655876724,14.819520478036175,32.216348865296034,45.43298355555556,75.72163925925926,7.775895871255464,48.599349195346655,21.637985440942582,80.14068681830585,35.6483,173.89414634146343
16,26.255348937309396,23.983879655876724,14.819520478036175,32.216348865296034,45.43298355555556,75.72163925925926,7.775895871255464,48.599349195346655,21.637985440942582,80.14068681830585,35.6483,173.89414634146343
17,26.255348937309396,23.983879655876724,14.819520478036175,32.216348865296034,45.43298355555556,75.72163925925926,7.775895871255464,48.599349195346655,21.637985440942582,80.14068681830585,35.6483,173.89414634146343
18,26.255348937309396,23.983879655876724,14.819520478036175,32.216348865296034,45.43298355555556,75.72163925925926,7.775895871255464,48.599349195346655,21.637985440942582,80.14068681830585,35.6483,173.89414634146343
19,26.255348937309396,23.983879655876724,14.819520478036175,32.216348865296034,45.43298355555556,75.72163925925926,7.775895871255464,48.599349195346655,21.637985440942582,80.14068681830585,35.6483,173.89414634146343
20,26.255348937309396,23.983879655876724,14.819520478036175,32.216348865296034,45.43298355555556,75.72163925925926,7.775895871255464,48.599349195346655,21.637985440942582,80.14068681830585,35.6483,173.89414634146343
21,26.255348937309396,23.983879655876724,14.819520478036175,32.216348865296034,45.43298355555556,75.72163925925926,7.775895871255464,48.599349195346655,21.637985440942582,80.14068681830585,35.6483,173.89414634146343
22,26.255348937309396,23.983879655876724,14.819520478036175,32.216348865296034,45.43298355555556,75.72163925925926,7.775895871255464,48.599349195346655,21.637985440942582,80.14068681830585,35.6483,173.89414634146343
23,26.255348937309396,23.983879655876724,14.819520478036175,32.216348865296034,45.43298355555556,75.72163925925926,7.775895871255464,48.599349195346655,21.637985440942582,80.14068681830585,35.6483,173.89414634146343
24,26.255348937309396,23.983879655876724,14.819520478036175,32.216348865296034,45.43298355555556,75.72163925925926,7.775895871255464,48.599349195346655,21.637985440942582,80.14068681830585,35.6483,173.89414634146343
25,26.255348937309396,23.983879655876724,14.819520478036175,32.216348865296034,45.43298355555556,75.72163925925926,7.775895871255464,48.599349195346655,21.637985440942582,80.14068681830585,35.6483,173.89414634146343
26,26.255348937309396,23.983879655876724,14.819520478036175,32.216348865296034,45.43298355555556,75.72163925925926,7.775895871255464,48.599349195346655,21.637985440942582,80.14068681830585,35.6483,173.89414634146343
27,26.255348937309396,23.983879655876724,14.819520478036175,32.216348865296034,45.43298355555556,75.72163925925926,7.775895871255464,48.599349195346655,21.637985440942582,80.14068681830585,35.6483,173.89414634146343
28,26.255348937309396,23.983879655876724,14.819520478036175,32.216348865296034,45.43298355555556,75.72163925925926,7.775895871255464,48.599349195346655,21.637985440942582,80.14068681830585,35.6483,173.89414634146343
29,26.255348937309396,23.983879655876724,14.819520478036175,32.216348865296034,45.43298355555556,75.72163925925926,7.775895871255464,48.599349195346655,21.637985440942582,80.14068681830585,35.6483,173.89414634146343
30,26.255348937309396,23.983879655876724,14.819520478036175,32.216348865296034,45.43298355555556,75.72163925925926,7.775895871255464,48.599349195346655,21.637985440942582,80.14068681830585,35.6483,173.89414634146343
31,26.255348937309396,23.983879655876724,14.819520478036175,32.216348865296034,45.43298355555556,75.72163925925926,7.775895871255464,48.599349195346655,21.637985440942582,80.14068681830585,35.6483,173.89414634146343
32,26.255348937309396,23.983879655876724,14.819520478036175,32.216348865296034,45.43298355555556,75.72163925925926,7.775895871255464,48.599349195346655,21.637985440942582,80.14068681830585,35.6483,173.89414634146343
33,26.255348937309396,23.983879655876724,14.819520478036175,32.216348865296034,45.43298355555556,75.72163925925926,7.775895871255464,48.599349195346655,21.637985440942582,80.14068681830585,35.6483,173.89414634146343
34,26.255348937309396,23.983879655876724,14.819520478036175,32.216348865296034,45.43298355555556,75.72163925925926,7.775895871255464,48.599349195346655,21.637985440942582,80.14068681830585,35.6483,173.89414634146343
35,26.255348937309396,23.983879655876724,14.819520478036175,32.216348865296034,45.43298355555556,75.72163925925926,7.775895871255464,48.599349195346655,21.637985440942582,80.14068681830585,35.6483,173.89414634146343
36,26.255348937309396,23.983879655876724,14.819520478036175,32.216348865296034,45.43298355555556,75.72163925925926,7.775895871255464,48.599349195346655,21.637985440942582,80.14068681830585,35.6483,173.89414634146343
37,26.255348937309396,23.983879655876724,14.819520478036175,32.216348865296034,45.43298355555556,75.72163925925926,7.775895871255464,48.599349195346655,21.637985440942582,80.14068681830585,35.6483,173.89414634146343
38,26.255348937309396,23.983879655876724,14.819520478036175,32.216348865296034,45.43298355555556,75.72163925925926,7.775895871255464,48.599349195346655,21.637985440942582,80.14068681830585,35.6483,173.89414634146343
39,26.255348937309396,23.983879655876724,14.819520478036175,32.216348865296034,45.43298355555556,75.72163925925926,7.775895871255464,48.599349195346655,21.637985440942582,80.14068681830585,35.6483,173.89414634146343
40,26.255348937309396,23.983879655876724,14.819520478036175,32.216348865296034,45.43298355555556,75.72163925925926,7.775895871255464,48.599349195346655,21.637985440942582,80.14068681830585,35.6483,173.89414634146343
41,26.255348937309396,23.983879655876724,14.819520478036175,32.216348865296034,45.43298355555556,75.72163925925926,7.775895871255464,48.599349195346655,21.637985440942582,80.14068681830585,35.6483,173.89414634146343
42,26.255348937309396,23.983879655876724,14.819520478036175,32.216348865296034,45.43298355555556,75.72163925925926,7.775895871255464,48.599349195346655,21.637985440942582,80.14068681830585,35.6483,173.89414634146343
43,26.255348937309396,23.983879655876724,14.819520478036175,32.216348865296034,45.43298355555556,75.72163925925926,7.775895871255464,48.599349195346655,21.637985440942582,80.14068681830585,35.6483,173.89414634146343
44,26.255348937309396,23.983879655876724,14.819520478036175,32.216348865296034,45.43298355555556,75.72163925925926,7.775895871255464,48.599349195346655,21.637985440942582,80.14068681830585,35.6483,173.89414634146343
45,26.255348937309396,23.983879655876724,14.819520478036175,32.216348865296034,45.43298355555556,75.72163925925926,7.775895871255464,48.599349195346655,21.637985440942582,80.14068681830585,35.6483,173.89414634146343
46,26.255348937309396,23.983879655876724,14.819520478036175,32.216348865296034,45.43298355555556,75.72163925925926,7.775895871255464,48.599349195346655,21.637985440942582,80.14068681830585,35.6483,173.89414634146343
47,26.255348937309396,23.983879655876724,14.819520478036175,32.216348865296034,45.43298355555556,75.72163925925926,7.775895871255464,48.599349195346655,21.637985440942582,80.14068681830585,35.6483,173.89414634146343
48,26.255348937309396,23.983879655876724,14.819520478036175,32.216348865296034,45.43298355555556,75.72163925925926,7.775895871255464,48.599349195346655,21.637985440942582,80.14068681830585,35.6483,173.89414634146343
49,26.255348937309396,23.983879655876724,14.819520478036175,32.216348865296034,45.43298355555556,75.72163925925926,7.775895871255464,48.599349195346655,21.637985440942582,80.14068681830585,35.6483,173.89414634146343
50,26.255348937309396,23.983879655876724,14.819520478036175,32.216348865296034,45.43298355555556,75.72163925925926,7.775895871255464,48.599349195346655,21.637985440942582,80.14068681830585,35.6483,173.89414634146343
51,26.255348937309396,23.983879655876724,14.819520478036175,32.216348865296034,45.43298355555556,75.72163925925926,7.775895871255464,48.599349195346655,21.637985440942582,80.14068681830585,35.6483,173.89414634146343
52,26.255348937309396,23.983879655876724,14.819520478036175,32.216348865296034,45.43298355555556,75.72163925925926,7.775895871255464,48.599349195346655,21.637985440942582,80.14068681830585,35.6483,173.89414634146343
