Semana (Semana),DDT (DDT),FECHA,FECHA (Cambios),Urea (Lbs),Urea (Cambios),MAP 12-61-0 (Lbs),MAP 12-61-0 (Cambios),Kcl (Lbs),Kcl (Cambios),Sulfato de Magnesio (Lbs),Sulfato de Magnesio (Cambios),Nitrato de Calcio (Lbs),Nitrato de Calcio (Cambios),Solubor (Gramos),Solubor (Cambios),Melaza (Lts),Melaza (Cambios),Admin_Costo / Aplicación (Costo / Aplicación),Columna_19
12,78,43909,,30.429217118252215,,14.17213114754098,,20.771281030261797,,13.331337645347322,,27.479343159783696,,2017.1746341463415,,140.0,,1189.6402429927664,
13,85,43916,,30.429217118252215,,14.17213114754098,,20.771281030261797,,13.331337645347322,,27.479343159783696,,2434.518048780488,,140.0,,1206.3339795781321,
14,92,43923,,30.429217118252215,,14.17213114754098,,20.771281030261797,,13.331337645347322,,27.479343159783696,,2434.518048780488,,140.0,,1206.3339795781321,
15,99,43930,,30.429217118252215,,14.17213114754098,,20.771281030261797,,13.331337645347322,,27.479343159783696,,2434.518048780488,,140.0,,1206.3339795781321,
16,106,43937,,30.429217118252215,,14.17213114754098,,20.771281030261797,,13.331337645347322,,27.479343159783696,,2434.518048780488,,140.0,,1206.3339795781321,
17,113,43944,,30.429217118252215,,14.17213114754098,,20.771281030261797,,13.331337645347322,,27.479343159783696,,2434.518048780488,,140.0,,1206.3339795781321,
18,120,43951,,30.429217118252215,,14.17213114754098,,20.771281030261797,,13.331337645347322,,27.479343159783696,,2434.518048780488,,140.0,,1206.3339795781321,OJO
19,127,43958,,25.598255088271337,,14.17213114754098,,31.60847113300708,,20.286818155963317,,41.81639176488823,,2434.518048780488,,140.0,,1406.7676754316908,
20,134,43965,,25.598255088271337,,14.17213114754098,,31.60847113300708,,20.286818155963317,,41.81639176488823,,2434.518048780488,,140.0,,1406.7676754316908,
21,141,43972,,25.598255088271337,,14.17213114754098,,31.60847113300708,,20.286818155963317,,41.81639176488823,,2434.518048780488,,140.0,,1406.7676754316908,
22,148,43979,,25.598255088271337,,14.17213114754098,,31.60847113300708,,20.286818155963317,,41.81639176488823,,2434.518048780488,,140.0,,1406.7676754316908,
23,155,43986,,25.598255088271337,,14.17213114754098,,31.60847113300708,,20.286818155963317,,41.81639176488823,,2434.518048780488,,140.0,,1406.7676754316908,
24,162,43993,,25.598255088271337,,14.17213114754098,,31.60847113300708,,20.286818155963317,,41.81639176488823,,2434.518048780488,,140.0,,1406.7676754316908,
25,169,44000,,25.598255088271337,,14.17213114754098,,31.60847113300708,,20.286818155963317,,41.81639176488823,,2434.518048780488,,140.0,,1406.7676754316908,
26,176,44007,,25.598255088271337,,14.17213114754098,,31.60847113300708,,20.286818155963317,,41.81639176488823,,2434.518048780488,,140.0,,1406.7676754316908,
27,183,44014,,25.598255088271337,,14.17213114754098,,31.60847113300708,,20.286818155963317,,41.81639176488823,,2434.518048780488,,140.0,,1406.7676754316908,
28,190,44021,,25.598255088271337,,14.17213114754098,,31.60847113300708,,20.286818155963317,,41.81639176488823,,2434.518048780488,,140.0,,1406.7676754316908,
29,197,44028,,25.598255088271337,,14.17213114754098,,31.60847113300708,,20.286818155963317,,41.81639176488823,,2434.518048780488,,140.0,,1406.7676754316908,
30,204,44035,,25.598255088271337,,14.17213114754098,,31.60847113300708,,20.286818155963317,,41.81639176488823,,2434.518048780488,,140.0,,1406.7676754316908,
31,211,44042,,25.598255088271337,,14.17213114754098,,31.60847113300708,,20.286818155963317,,41.81639176488823,,2434.518048780488,,140.0,,1406.7676754316908,
32,218,44049,,25.598255088271337,,14.17213114754098,,31.60847113300708,,20.286818155963317,,41.81639176488823,,2434.518048780488,,140.0,,1406.7676754316908,
33,225,44056,,25.598255088271337,,14.17213114754098,,31.60847113300708,,20.286818155963317,,41.81639176488823,,2434.518048780488,,140.0,,1406.7676754316908,
34,232,44063,,25.598255088271337,,14.17213114754098,,31.60847113300708,,20.286818155963317,,41.81639176488823,,2434.518048780488,,140.0,,1406.7676754316908,
35,239,44070,,25.598255088271337,,14.17213114754098,,31.60847113300708,,20.286818155963317,,41.81639176488823,,2434.518048780488,,140.0,,1406.7676754316908,
36,246,44077,,25.598255088271337,,14.17213114754098,,31.60847113300708,,20.286818155963317,,41.81639176488823,,2434.518048780488,,140.0,,1406.7676754316908,
37,253,44084,,25.598255088271337,,14.17213114754098,,31.60847113300708,,20.286818155963317,,41.81639176488823,,2434.518048780488,,140.0,,1406.7676754316908,
38,260,44091,,25.598255088271337,,14.17213114754098,,31.60847113300708,,20.286818155963317,,41.81639176488823,,2434.518048780488,,140.0,,1406.7676754316908,
39,267,44098,,25.598255088271337,,14.17213114754098,,31.60847113300708,,20.286818155963317,,41.81639176488823,,2434.518048780488,,140.0,,1406.7676754316908,
40,274,44105,,25.598255088271337,,14.17213114754098,,31.60847113300708,,20.286818155963317,,41.81639176488823,,2434.518048780488,,140.0,,1406.7676754316908,
41,281,44112,,25.598255088271337,,14.17213114754098,,31.60847113300708,,20.286818155963317,,41.81639176488823,,2434.518048780488,,140.0,,1406.7676754316908,
42,288,44119,,25.598255088271337,,14.17213114754098,,31.60847113300708,,20.286818155963317,,41.81639176488823,,2434.518048780488,,140.0,,1406.7676754316908,
43,295,44126,,25.598255088271337,,14.17213114754098,,31.60847113300708,,20.286818155963317,,41.81639176488823,,2434.518048780488,,140.0,,1406.7676754316908,
44,302,44133,,25.598255088271337,,14.17213114754098,,31.60847113300708,,20.286818155963317,,41.81639176488823,,2434.518048780488,,140.0,,1406.7676754316908,
45,309,44140,,25.598255088271337,,14.17213114754098,,31.60847113300708,,20.286818155963317,,41.81639176488823,,2434.518048780488,,140.0,,1406.7676754316908,
46,316,44147,,25.598255088271337,,14.17213114754098,,31.60847113300708,,20.286818155963317,,41.81639176488823,,2434.518048780488,,140.0,,1406.7676754316908,
47,323,44154,,25.598255088271337,,14.17213114754098,,31.60847113300708,,20.286818155963317,,41.81639176488823,,2434.518048780488,,140.0,,1406.7676754316908,
48,330,44161,,25.598255088271337,,14.17213114754098,,31.60847113300708,,20.286818155963317,,41.81639176488823,,2434.518048780488,,140.0,,1406.7676754316908,
49,337,44168,,25.598255088271337,,14.17213114754098,,31.60847113300708,,20.286818155963317,,41.81639176488823,,2434.518048780488,,140.0,,1406.7676754316908,
50,344,44175,,25.598255088271337,,14.17213114754098,,31.60847113300708,,20.286818155963317,,41.81639176488823,,2434.518048780488,,140.0,,1406.7676754316908,
51,351,44182,,25.598255088271337,,14.17213114754098,,31.60847113300708,,20.286818155963317,,41.81639176488823,,2434.518048780488,,140.0,,1406.7676754316908,
52,358,44189,,25.598255088271337,,14.17213114754098,,31.60847113300708,,20.286818155963317,,41.81639176488823,,2434.518048780488,,140.0,,1406.7676754316908,
