Semana,N,Urea,P2O5,DAP 12-53-0 Soluble,K2O,Sulfato de Potasio,MgO,Sulfato de Magnesio,Ca,Usando O Calcio,B,Ácido Bórico
12,5.017414386624318,8.701742411668368,2.5606896426006673,4.8314898916993725,8.038625345406825,16.07725069081365,1.463663682962963,9.147898018518518,2.940395791666667,0.0002940395791666667,29.5372,164.09555555555556
13,6.055500121787969,10.502102910634237,3.0904874996904605,5.831108489982001,9.70178920997375,19.4035784199475,1.766490651851852,11.040566574074074,3.5487535416666667,0.0003548753541666667,35.6483,198.04611111111112
14,6.055500121787969,10.502102910634237,3.0904874996904605,5.831108489982001,9.70178920997375,19.4035784199475,1.766490651851852,11.040566574074074,3.5487535416666667,0.0003548753541666667,35.6483,198.04611111111112
15,6.055500121787969,10.502102910634237,3.0904874996904605,5.831108489982001,9.70178920997375,19.4035784199475,1.766490651851852,11.040566574074074,3.5487535416666667,0.0003548753541666667,35.6483,198.04611111111112
16,6.055500121787969,10.502102910634237,3.0904874996904605,5.831108489982001,9.70178920997375,19.4035784199475,1.766490651851852,11.040566574074074,3.5487535416666667,0.0003548753541666667,35.6483,198.04611111111112
17,6.055500121787969,10.502102910634237,3.0904874996904605,5.831108489982001,9.70178920997375,19.4035784199475,1.766490651851852,11.040566574074074,3.5487535416666667,0.0003548753541666667,35.6483,198.04611111111112
18,6.055500121787969,10.502102910634237,3.0904874996904605,5.831108489982001,9.70178920997375,19.4035784199475,1.766490651851852,11.040566574074074,3.5487535416666667,0.0003548753541666667,35.6483,198.04611111111112
19,6.055500121787969,10.502102910634237,3.0904874996904605,5.831108489982001,9.70178920997375,19.4035784199475,1.766490651851852,11.040566574074074,3.5487535416666667,0.0003548753541666667,35.6483,198.04611111111112
20,6.055500121787969,10.502102910634237,3.0904874996904605,5.831108489982001,9.70178920997375,19.4035784199475,1.766490651851852,11.040566574074074,3.5487535416666667,0.0003548753541666667,35.6483,198.04611111111112
21,6.055500121787969,10.502102910634237,3.0904874996904605,5.831108489982001,9.70178920997375,19.4035784199475,1.766490651851852,11.040566574074074,3.5487535416666667,0.0003548753541666667,35.6483,198.04611111111112
22,6.055500121787969,10.502102910634237,3.0904874996904605,5.831108489982001,9.70178920997375,19.4035784199475,1.766490651851852,11.040566574074074,3.5487535416666667,0.0003548753541666667,35.6483,198.04611111111112
23,6.055500121787969,10.502102910634237,3.0904874996904605,5.831108489982001,9.70178920997375,19.4035784199475,1.766490651851852,11.040566574074074,3.5487535416666667,0.0003548753541666667,35.6483,198.04611111111112
24,6.055500121787969,10.502102910634237,3.0904874996904605,5.831108489982001,9.70178920997375,19.4035784199475,1.766490651851852,11.040566574074074,3.5487535416666667,0.0003548753541666667,35.6483,198.04611111111112
25,6.055500121787969,10.502102910634237,3.0904874996904605,5.831108489982001,9.70178920997375,19.4035784199475,1.766490651851852,11.040566574074074,3.5487535416666667,0.0003548753541666667,35.6483,198.04611111111112
26,6.055500121787969,10.502102910634237,3.0904874996904605,5.831108489982001,9.70178920997375,19.4035784199475,1.766490651851852,11.040566574074074,3.5487535416666667,0.0003548753541666667,35.6483,198.04611111111112
27,6.055500121787969,10.502102910634237,3.0904874996904605,5.831108489982001,9.70178920997375,19.4035784199475,1.766490651851852,11.040566574074074,3.5487535416666667,0.0003548753541666667,35.6483,198.04611111111112
28,6.055500121787969,10.502102910634237,3.0904874996904605,5.831108489982001,9.70178920997375,19.4035784199475,1.766490651851852,11.040566574074074,3.5487535416666667,0.0003548753541666667,35.6483,198.04611111111112
29,6.055500121787969,10.502102910634237,3.0904874996904605,5.831108489982001,9.70178920997375,19.4035784199475,1.766490651851852,11.040566574074074,3.5487535416666667,0.0003548753541666667,35.6483,198.04611111111112
30,6.055500121787969,10.502102910634237,3.0904874996904605,5.831108489982001,9.70178920997375,19.4035784199475,1.766490651851852,11.040566574074074,3.5487535416666667,0.0003548753541666667,35.6483,198.04611111111112
31,6.055500121787969,10.502102910634237,3.0904874996904605,5.831108489982001,9.70178920997375,19.4035784199475,1.766490651851852,11.040566574074074,3.5487535416666667,0.0003548753541666667,35.6483,198.04611111111112
32,6.055500121787969,10.502102910634237,3.0904874996904605,5.831108489982001,9.70178920997375,19.4035784199475,1.766490651851852,11.040566574074074,3.5487535416666667,0.0003548753541666667,35.6483,198.04611111111112
33,6.055500121787969,10.502102910634237,3.0904874996904605,5.831108489982001,9.70178920997375,19.4035784199475,1.766490651851852,11.040566574074074,3.5487535416666667,0.0003548753541666667,35.6483,198.04611111111112
34,6.055500121787969,10.502102910634237,3.0904874996904605,5.831108489982001,9.70178920997375,19.4035784199475,1.766490651851852,11.040566574074074,3.5487535416666667,0.0003548753541666667,35.6483,198.04611111111112
35,6.055500121787969,10.502102910634237,3.0904874996904605,5.831108489982001,9.70178920997375,19.4035784199475,1.766490651851852,11.040566574074074,3.5487535416666667,0.0003548753541666667,35.6483,198.04611111111112
36,6.055500121787969,10.502102910634237,3.0904874996904605,5.831108489982001,9.70178920997375,19.4035784199475,1.766490651851852,11.040566574074074,3.5487535416666667,0.0003548753541666667,35.6483,198.04611111111112
37,6.055500121787969,10.502102910634237,3.0904874996904605,5.831108489982001,9.70178920997375,19.4035784199475,1.766490651851852,11.040566574074074,3.5487535416666667,0.0003548753541666667,35.6483,198.04611111111112
38,6.055500121787969,10.502102910634237,3.0904874996904605,5.831108489982001,9.70178920997375,19.4035784199475,1.766490651851852,11.040566574074074,3.5487535416666667,0.0003548753541666667,35.6483,198.04611111111112
39,6.055500121787969,10.502102910634237,3.0904874996904605,5.831108489982001,9.70178920997375,19.4035784199475,1.766490651851852,11.040566574074074,3.5487535416666667,0.0003548753541666667,35.6483,198.04611111111112
40,6.055500121787969,10.502102910634237,3.0904874996904605,5.831108489982001,9.70178920997375,19.4035784199475,1.766490651851852,11.040566574074074,3.5487535416666667,0.0003548753541666667,35.6483,198.04611111111112
41,6.055500121787969,10.502102910634237,3.0904874996904605,5.831108489982001,9.70178920997375,19.4035784199475,1.766490651851852,11.040566574074074,3.5487535416666667,0.0003548753541666667,35.6483,198.04611111111112
42,6.055500121787969,10.502102910634237,3.0904874996904605,5.831108489982001,9.70178920997375,19.4035784199475,1.766490651851852,11.040566574074074,3.5487535416666667,0.0003548753541666667,35.6483,198.04611111111112
43,6.055500121787969,10.502102910634237,3.0904874996904605,5.831108489982001,9.70178920997375,19.4035784199475,1.766490651851852,11.040566574074074,3.5487535416666667,0.0003548753541666667,35.6483,198.04611111111112
44,6.055500121787969,10.502102910634237,3.0904874996904605,5.831108489982001,9.70178920997375,19.4035784199475,1.766490651851852,11.040566574074074,3.5487535416666667,0.0003548753541666667,35.6483,198.04611111111112
45,6.055500121787969,10.502102910634237,3.0904874996904605,5.831108489982001,9.70178920997375,19.4035784199475,1.766490651851852,11.040566574074074,3.5487535416666667,0.0003548753541666667,35.6483,198.04611111111112
46,6.055500121787969,10.502102910634237,3.0904874996904605,5.831108489982001,9.70178920997375,19.4035784199475,1.766490651851852,11.040566574074074,3.5487535416666667,0.0003548753541666667,35.6483,198.04611111111112
47,6.055500121787969,10.502102910634237,3.0904874996904605,5.831108489982001,9.70178920997375,19.4035784199475,1.766490651851852,11.040566574074074,3.5487535416666667,0.0003548753541666667,35.6483,198.04611111111112
48,6.055500121787969,10.502102910634237,3.0904874996904605,5.831108489982001,9.70178920997375,19.4035784199475,1.766490651851852,11.040566574074074,3.5487535416666667,0.0003548753541666667,35.6483,198.04611111111112
49,6.055500121787969,10.502102910634237,3.0904874996904605,5.831108489982001,9.70178920997375,19.4035784199475,1.766490651851852,11.040566574074074,3.5487535416666667,0.0003548753541666667,35.6483,198.04611111111112
50,6.055500121787969,10.502102910634237,3.0904874996904605,5.831108489982001,9.70178920997375,19.4035784199475,1.766490651851852,11.040566574074074,3.5487535416666667,0.0003548753541666667,35.6483,198.04611111111112
51,6.055500121787969,10.502102910634237,3.0904874996904605,5.831108489982001,9.70178920997375,19.4035784199475,1.766490651851852,11.040566574074074,3.5487535416666667,0.0003548753541666667,35.6483,198.04611111111112
52,6.055500121787969,10.502102910634237,3.0904874996904605,5.831108489982001,9.70178920997375,19.4035784199475,1.766490651851852,11.040566574074074,3.5487535416666667,0.0003548753541666667,35.6483,198.04611111111112
